,avg_shortest_path_len_m3,avg_clus_coef_m3,net_diameter_m3,susceptibility_3m,corrlength_3m,percolation_3m,avg_degree_3m,n_nodes_3m,n_edges_3m,fractal_dimension_3m,error_ratio_3m,time_window
0,4.316036036036036,0.6533292555397818,9,7.208487084870849,20,0.13837638376383765,4.5793357933579335,542,1241,1.333368582199868,0.31325256762045667,1988-12
1,6.93340578135188,0.6242577100342234,15,9.630454967502322,42,0.19962859795728877,5.234911792014856,1077,2819,1.5180773691102423,0.15822956474099303,1989-03
2,7.6481015057956885,0.6455823242552263,19,5.621346023113528,26,0.3698164513936098,5.845003399048267,1471,4299,1.6783861271188663,2.066119746861487,1989-06
3,7.032146444915727,0.631040600773263,18,4.667188315075639,26,0.4527908189880021,6.232655190401669,1917,5974,1.862858823699265,0.19121144787271901,1989-09
4,7.060944682838074,0.6147827863442139,20,5.041157847127997,45,0.5042966983265491,6.462234283129805,2211,7144,1.9258345554767673,0.30983261212717833,1989-12
5,7.447548117852274,0.6257809819674206,22,3.28250773993808,29,0.5936532507739938,7.001547987616099,2584,9046,1.971226881171692,2.492277505653061,1990-03
6,6.916584925342924,0.6264175421413711,22,2.433800889497092,28,0.6489907629148135,7.306192268217584,2923,10678,2.167347070030712,0.5959182715811586,1990-06
7,6.972150053319308,0.6242583966011598,22,2.3310214375788143,28,0.6727616645649432,7.694829760403531,3172,12204,2.1946759750471805,0.9278437879975858,1990-09
8,6.458057176601361,0.62950290037722,20,2.1528865680301714,28,0.6962576153176675,8.060342326660864,3447,13892,2.2250532873310425,2.834530794603922,1990-12
9,6.42278215267594,0.631591941398146,23,1.9703264094955488,28,0.7178311302940383,8.514162395468034,3707,15781,2.2449669009178788,1.8407314359775682,1991-03
10,6.252704308399626,0.629855095765434,22,1.8975979772439953,28,0.7372945638432364,8.863211125158028,3955,17527,2.4394375490249263,0.6534468486304673,1991-06
11,6.247287194275339,0.6279959349191453,22,2.4044647143542965,46,0.7491598655784926,9.01776284205473,4166,18784,2.377042707133843,1.8382225864941144,1991-09
12,6.198824706176544,0.6351792853421533,19,1.6891462306993643,31,0.7813351498637602,9.417801998183469,4404,20738,2.4924673613697044,0.7757855563515847,1991-12
13,6.068693062481008,0.6330337113056416,23,1.3810143042912875,31,0.8027741655830082,10.01560468140442,4614,23106,2.3663146190450455,3.10071938010792,1992-03
14,6.045967630734179,0.6348680379277456,21,1.17351598173516,31,0.8177667081776671,10.151930261519302,4818,24456,2.5014751754709086,1.2992156101089976,1992-06
15,5.924141947468103,0.6337801869646155,19,1.2143873196504775,31,0.818329607803292,10.273521641942695,4921,25278,2.4429916985386044,3.3242995436502714,1992-09
16,5.8812796366793565,0.6375286991674709,20,1.3835349200156066,31,0.8166211470932501,10.490050721810379,5126,26886,2.431664904384437,3.889806778180289,1992-12
17,5.796205397442842,0.6353703641663866,20,1.286463209136866,31,0.8268114585283655,10.75304250140423,5341,28716,2.6337916746060435,0.44827516029528713,1993-03
18,5.72887622940048,0.635407000459474,20,0.988476773496579,23,0.8444364422038171,11.105509542671948,5554,30840,2.627017282874867,0.6553678844162474,1993-06
19,5.682035901463836,0.635411386563025,20,0.9805774278215224,24,0.8495188101487314,11.281889763779528,5715,32238,2.6354738283564,0.7124586429091904,1993-09
20,5.578429235772987,0.6333806497376612,19,1.160675105485232,43,0.8513080168776371,11.7242194092827,5925,34733,2.6510832219982814,0.8063370962024182,1993-12
21,5.559948282766797,0.6305922569594719,18,0.7594563615523171,19,0.8627804159161618,11.976093008023579,6107,36569,2.6788857840138354,0.7205637413441283,1994-03
22,5.502591057437599,0.6332634701084211,18,0.7317579434775667,19,0.8669966469742935,12.084943317898771,6263,37844,2.736521280376353,0.9103767395618844,1994-06
23,5.460044701522159,0.6324983252951116,18,0.7646876932591218,19,0.8673469387755102,12.398577612863328,6468,40097,2.729038360858727,1.0478076462765464,1994-09
24,5.41956877569259,0.6338429656784562,17,0.7393673376721659,19,0.872105342818223,12.565763584077494,6607,41511,2.7884651116979846,0.5796329677200445,1994-12
25,5.316222997670435,0.6349285746148645,17,0.7207964601769911,19,0.8750737463126844,12.916814159292036,6780,43788,2.885841703194537,0.2851625342678993,1995-03
26,5.271271991392419,0.6372896767433365,17,0.6720056697377748,19,0.8816442239546421,13.259815733522325,7055,46774,2.9416088435982415,0.3061821267140227,1995-06
27,5.1863828642839165,0.6374118713960635,16,0.6711948988078736,19,0.8807873579151649,13.46437482672581,7214,48566,2.967747041974369,0.44755520573581564,1995-09
28,5.166556758057567,0.636415439028144,16,0.6208299430431244,19,0.8874423650664497,13.495796040141036,7374,49759,2.9798376879963246,0.3515434141989633,1995-12
29,5.1238520914523775,0.6356532188488839,19,0.598937583001328,19,0.8905710491367862,13.70199203187251,7530,51588,2.8623864473783196,0.48228507291333694,1996-03
