,avg_shortest_path_len_m3,avg_clus_coef_m3,net_diameter_m3,susceptibility_3m,corrlength_3m,percolation_3m,avg_degree_3m,n_nodes_3m,n_edges_3m,fractal_dimension_3m,error_ratio_3m,time_window
0,3.483318700614574,0.8071554477766916,7,14.518018018018019,59,0.15315315315315314,4.22972972972973,444,939,1.3611693893777184,0.05441862683061134,1985-09
1,6.24953642384106,0.6476016640063653,14,17.442720763723152,78,0.1801909307875895,4.756563245823389,838,1993,1.425361490445849,1.3946353781171512,1985-12
2,7.319691666046027,0.6483523851393845,19,11.226415094339622,91,0.3806398687448728,5.291222313371616,1219,3225,1.7179095585875575,0.26346400346359283,1986-03
3,7.81449225800323,0.5897787549667651,25,3.56203890006707,18,0.4869215291750503,5.240778001341382,1491,3907,1.6866354495920617,3.419463587754683,1986-06
4,7.165809694378647,0.574279677002743,20,3.871076233183856,23,0.5112107623318386,5.469730941704036,1784,4879,2.0029793697882003,0.39272520855711124,1986-09
5,6.97987715638266,0.5719220484709461,16,3.85311004784689,35,0.561244019138756,5.539712918660287,2090,5789,2.1953102067385495,0.25394833488740576,1986-12
6,6.687467979483314,0.5811056557440579,20,3.7007176023638664,35,0.6027859856479527,6.120726044744618,2369,7250,2.19439881193906,0.2550271322448242,1987-03
7,6.4180923025212655,0.5963703209654722,18,2.7609186746987957,33,0.6675451807228916,6.828313253012048,2656,9068,2.3807338949792753,0.08838436183197478,1987-06
8,6.44335409070467,0.5949870925790934,18,2.333798395535403,21,0.6878269968608302,6.953610045343565,2867,9968,2.414513407887841,0.09279959439397634,1987-09
9,6.448617962086996,0.6057452896486627,19,2.040502354788069,21,0.7252747252747253,7.2138147566718995,3185,11488,2.4151693101899254,0.16833339440424863,1987-12
10,6.429186207077986,0.6051722862858882,20,1.6783505154639171,21,0.7620029455081001,7.48159057437408,3395,12700,2.4145433122237114,0.19647939903302084,1988-03
11,6.338654537353487,0.6051526699749219,20,1.546818560711309,26,0.7757710475131981,7.544873575993331,3599,13577,2.4618359984017966,0.30546781204637546,1988-06
12,6.2252459244033425,0.6054615905152129,20,1.5678691928367505,26,0.7806903711393719,7.7041266545548925,3853,14842,2.484476171247819,0.3779007965096695,1988-09
13,6.111789990277041,0.60427331579938,21,1.4596120795482446,26,0.788607905720599,7.8973729437760865,4073,16083,2.4400567788958676,0.8889207352304994,1988-12
14,5.959239686529148,0.6051621488079029,21,1.4256647398843931,32,0.7965317919075144,8.240462427745666,4325,17820,2.4610935265484626,1.9778349520034886,1989-03
15,5.88892898051413,0.6115136669946528,20,1.366718027734977,32,0.8069557561082985,8.534448602245213,4543,19386,2.4955092066670286,1.6302384354790889,1989-06
16,5.780044246865585,0.6150050148793262,19,1.125813904641882,26,0.8206259189245957,8.847300987187566,4761,21061,2.5862335596468093,0.5692801916625685,1989-09
17,5.663962981660888,0.6130287118855265,19,1.0836378400324806,26,0.8250101502233049,9.21396670726756,4926,22694,2.662409259933729,0.44087474562944173,1989-12
18,5.579036739090279,0.6141874025874702,19,1.1059576945468657,26,0.8282553852124975,9.546283718222394,5153,24596,2.6177945936602165,0.5065111226642236,1990-03
19,5.52285040896549,0.6150153983340495,19,1.0119850187265915,26,0.8378277153558052,9.731086142322097,5340,25982,2.64973584501008,0.5395263579122094,1990-06
20,5.513198931925559,0.6202251008276188,18,0.9462248777838131,26,0.8471845011768966,9.961252942241535,5523,27508,2.702678251753055,0.6430835173380093,1990-09
21,5.4588062764329255,0.6232675080744242,20,0.8564174400280162,26,0.8562423393451234,10.224479075468395,5711,29196,2.6796390665769336,1.081252044691916,1990-12
22,5.40115076705822,0.6228964181020444,20,0.7172249617412004,14,0.8649889474579153,10.57133140622343,5881,31085,2.668811165562746,1.3865524778646066,1991-03
23,5.337786275373312,0.624447219108103,20,0.717906517445688,17,0.8666886109282422,10.80678077682686,6076,32831,2.601364436502247,2.1374984000948625,1991-06
24,5.292269001742131,0.6245609788819457,20,0.7095268747988414,17,0.8710975217251368,10.971355004827808,6214,34088,2.5152862353270855,6.423704877892024,1991-09
25,5.212209238610371,0.6278434456928365,20,0.7058731646360513,17,0.8739456419868791,11.259606373008435,6402,36042,2.6660293834974436,1.874168118522301,1991-12
26,5.147904393356045,0.6270845198614787,18,0.703308431163287,18,0.8754383290135691,11.712151242567465,6559,38410,2.6455756215660866,3.9453319666955924,1992-03
27,5.121622362196582,0.6279713987665808,17,0.746732026143791,22,0.8765597147950089,11.812240047534166,6732,39760,2.88173583245637,0.47450567475028455,1992-06
28,5.091160501336165,0.6273566608628911,17,0.7574112122101556,22,0.8765776342823598,11.91135896683299,6814,40582,2.8703044601153422,0.6822306668534134,1992-09
29,5.097676296431619,0.6262922613917953,17,0.8473676660450438,23,0.8759145029407546,11.985367952947927,6971,41775,2.884143105864063,0.5182773322176982,1992-12
