,avg_shortest_path_len_m3,avg_clus_coef_m3,net_diameter_m3,susceptibility_3m,corrlength_3m,percolation_3m,avg_degree_3m,n_nodes_3m,n_edges_3m,fractal_dimension_3m,error_ratio_3m,time_window
0,5.255921855921856,0.5408033771155943,13,8.834977883633888,69,0.030962912555290916,3.531133038448452,2939,5189,1.2382286924579617,0.545665723923011,1997-03
1,14.644059819159928,0.6237059787184379,37,10.25932568149211,64,0.1323529411764706,3.742467718794835,5576,10434,1.5397942732048775,6.267102400709941,1997-06
2,12.455497600222094,0.5828147646560402,31,6.991682661548303,80,0.3033909149072297,3.870505438259757,7815,15124,2.0820039742362373,0.4515820542214188,1997-09
3,11.18622815417764,0.5722043616135194,32,4.290469445568596,32,0.4226021853500607,4.071428571428571,9884,20121,2.321978894966089,0.5638036402773335,1997-12
4,10.470641134189881,0.5773482839386193,39,3.697032436162872,39,0.49620427881297446,4.274844720496894,11592,24777,2.3202793754028854,1.8726067702685478,1998-03
5,9.70426416875981,0.5811604839729937,38,2.9020684467845066,34,0.5720947724708537,4.593456186536292,13295,30535,2.5120425541474014,1.1415794728258368,1998-06
6,9.35003046842297,0.5767855420014307,36,2.522533985133596,35,0.6195674010580593,4.7648831447130515,14933,35577,2.608016654225887,1.0322103919940782,1998-09
7,8.722214889412541,0.577174245032892,25,1.9106344410876137,28,0.6747432024169184,4.996616314199396,16550,41347,2.9295701695396574,0.19382074499581134,1998-12
8,8.24971903384236,0.5777076931408575,27,1.7235631863537544,28,0.7032722002341267,5.209989408551201,17939,46731,2.9053204968893143,0.5764037379668009,1999-03
9,7.9946183381436295,0.5800310037064113,26,1.5593396324369224,29,0.7256774997404215,5.37846537223549,19262,51800,2.982905952329975,0.14182650975298414,1999-06
10,7.713104128897901,0.58370054529669,25,1.366462915724118,29,0.752851711026616,5.6066804639745875,20777,58245,3.0793558954653215,0.1479622153211196,1999-09
11,7.528684926895905,0.5858719041065003,27,1.2750713735442065,23,0.7681152852675941,5.779036570444555,22067,63763,3.041267966028154,0.5108351398646659,1999-12
12,7.37594043142054,0.5899962996626333,27,1.1201742398360097,23,0.7892893747864708,5.98009907755381,23416,70015,3.074294144293149,0.5129284943069893,2000-03
13,7.145383037481663,0.5923216620374367,23,1.1050751116524564,23,0.7988631749898498,6.15809987819732,24630,75837,3.2118295152429908,0.11285364275063403,2000-06
14,6.966919034894381,0.5936041710805269,22,1.0813669650122053,37,0.8088651245689488,6.305087372621953,25809,81364,3.287308523145109,0.14836048331952406,2000-09
15,6.842608310165021,0.5936683025344268,23,0.962482545748512,25,0.8247593150584258,6.482472256926582,27214,88207,3.315018075276697,0.1831635902371764,2000-12
16,6.701554200887155,0.5952055253980265,22,0.8057705840957073,23,0.8423645320197044,6.675932441942294,28420,94865,3.3465879163520724,0.1901154462404148,2001-03
17,6.571599961272533,0.595733669225492,22,0.771955345060893,23,0.8489512855209743,6.832746955345061,29560,100988,3.3726202692726024,0.2125950194889171,2001-06
18,6.468538230263321,0.5954983528804582,20,0.7253606358967649,27,0.8574793104576233,6.981845539890746,30571,106721,3.4520002323125833,0.10878900694859943,2001-09
19,6.383079096243474,0.5978408347422769,20,0.6123620309050773,22,0.8688741721854305,7.11832229580574,31710,112861,3.474563255260972,0.12707542218810805,2001-12
20,6.287260741922025,0.5991452828836485,20,0.5870492202729045,22,0.8736598440545809,7.260173001949318,32832,119183,3.5564860224470873,0.18376987744371928,2002-03
21,6.202812977802968,0.6007819556655143,19,0.5473783489050664,17,0.8791004745203218,7.402281234342303,33929,125576,3.597187035760024,0.21707503711229675,2002-06
22,6.130990110268088,0.6018963683342707,19,0.5104127981716898,15,0.88461648335952,7.53909441508356,35005,131953,3.613950265427823,0.08639599727214894,2002-09
23,6.0603238659782965,0.6027025257277567,19,0.48850781358041767,17,0.8891439634905269,7.661015073987,36155,138492,3.6339608374745507,0.11757204603807184,2002-12
24,6.002238227083675,0.6034490262639406,18,0.48533053402239446,20,0.8921457795004306,7.771371662360035,37152,144361,3.6990235212970313,0.12438291248565123,2003-03
25,5.95716676727778,0.6040695273912354,18,0.4665300546448087,21,0.8949663724253888,7.865910046237915,38064,149704,3.721956819282689,0.16012497201600667,2003-06
26,5.890328865667725,0.6046483538389256,18,0.4631920658453044,22,0.8977301773937938,7.983998773068861,39122,156175,3.7322649932187484,0.1811802175174577,2003-09
27,5.842344431080877,0.6060458537030611,18,0.4606027369942916,22,0.9001420844031208,8.093725851883242,40117,162348,3.7660173452537973,0.2152059947074433,2003-12
28,5.7879688899325945,0.606780945080435,17,0.4359180295950157,24,0.9047167056074766,8.217922507788161,41088,168829,3.807577992728348,0.06380914176009451,2004-03
29,5.753259456243688,0.6082815148875391,18,0.43721461187214616,25,0.907058599695586,8.323011796042618,42048,174983,3.7273298165221918,0.2373055337041297,2004-06
