,avg_shortest_path_len_m3,avg_clus_coef_m3,net_diameter_m3,susceptibility_3m,corrlength_3m,percolation_3m,avg_degree_3m,n_nodes_3m,n_edges_3m,fractal_dimension_3m,error_ratio_3m,time_window
0,3.204761904761905,0.5857142857142856,7,4.903078677309008,17,0.02394526795895097,2.6727480045610035,877,1172,1.0497959010695164,1.604949083698411,2005-06
1,8.741514149802468,0.48310765960666036,26,6.077526987242395,35,0.0775269872423945,2.9175662414131502,2038,2973,1.2443634082512043,10.552826652724548,2005-09
2,10.616597315829573,0.5074513051979068,35,8.71676891615542,50,0.15439672801635992,3.094069529652352,2934,4539,1.4629926205947068,24.520574421984282,2005-12
3,15.99378104649483,0.5191987151262122,49,5.7652287581699335,50,0.309281045751634,3.3118954248366013,3825,6334,1.5349423821030717,38.05456513795957,2006-03
4,15.010090605510825,0.5161535799481259,44,4.976666666666666,58,0.382,3.465777777777778,4500,7798,1.7847199344917766,5.953351191950004,2006-06
5,13.002432337358806,0.511740746575905,40,3.9624975456508933,47,0.4327508344786962,3.5287649715295504,5093,8986,1.9438190505723043,2.0572522093417733,2006-09
6,11.122680942467202,0.5175425514377695,31,3.620966365033294,35,0.4696943827898241,3.6841386375277447,5857,10789,2.1345699922099857,0.8815520505740209,2006-12
7,10.438309621897279,0.5282897799099336,30,3.0986001217285453,34,0.5267802799756542,3.8545343883140597,6572,12666,2.349661514266178,0.6424129144700098,2007-03
8,9.598138144371237,0.5308705203172309,27,2.8165908777731845,24,0.5488493867989528,3.9531486840292134,7257,14344,2.400293236624313,0.2948767573654705,2007-06
9,9.148436138376612,0.5383883875147967,25,2.7224608388074785,41,0.582743810005053,4.123799898938858,7916,16322,2.540014306645327,0.34967586264994327,2007-09
10,8.717953222498101,0.5444239039788986,26,2.6461358313817334,45,0.5985948477751757,4.218501170960187,8540,18013,2.6213359327637944,0.3934099739057264,2007-12
11,8.423261314431203,0.5523787925036726,26,2.213993100474342,32,0.6327080638206123,4.354463130659767,9276,20196,2.6537833703751854,0.6730817081227692,2008-03
12,8.210334667338193,0.5574891937672656,25,1.8838905775075987,23,0.6652482269503546,4.487537993920973,9870,22146,2.721035965132833,0.5015675044438282,2008-06
13,8.021100504403751,0.5629500821667014,27,1.70565930419945,24,0.6853730211394445,4.627737226277373,10549,24409,2.722862058131388,0.4823121899442783,2008-09
14,7.879681023724545,0.5677411428990027,25,1.5610284167794317,25,0.7046459179070816,4.719530897609382,11085,26158,2.779697837638997,0.5275517842796684,2008-12
15,7.591942059046321,0.5743325515834959,24,1.5418573123199455,27,0.7175902389425521,5.016946280291476,11802,29605,2.876934008505757,0.3691690321374876,2009-03
16,7.403799233102013,0.5797926400597145,24,1.4915919282511207,31,0.7273382447149264,5.11739269698911,12488,31953,2.934711769918798,0.35456031824593787,2009-06
17,7.32170092064238,0.5858482993119039,24,1.395803017538485,31,0.7455004978172628,5.263843149268592,13057,34365,2.9200561481293787,0.35789706403333743,2009-09
18,7.159513786913862,0.588903790132595,23,1.3543289725121268,31,0.7540055857709834,5.401440540937822,13606,36746,2.9657612516471725,0.25212682183764645,2009-12
